event_date,year,sub_event_type,assoc_actor_1,actor2,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,tags,population_best,Topic,final_estimate
2021-05-08,2021,Peaceful protest,XR: Extinction Rebellion,NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 8 may 2021, members of extinction rebellion slowed the traffic in zurich. they demanded actions to tackle the climate emergency.",0,NA,35354,Climate,NA
2021-05-08,2021,Peaceful protest,XR: Extinction Rebellion,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 8 may 2021, members of extinction rebellion slowed the traffic in bern. they demanded actions to tackle the climate emergency.",0,NA,7380,Climate,NA
2021-05-08,2021,Peaceful protest,XR: Extinction Rebellion,NA,Switzerland,Fribourg,See,NA,Murten,46.9265,7.1161,"on 8 may 2021, members of extinction rebellion slowed the traffic in murten. they demanded actions to tackle the climate emergency.",0,NA,4682,Climate,NA
2021-05-08,2021,Peaceful protest,XR: Extinction Rebellion,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 8 may 2021, members of extinction rebellion slowed the traffic in lausanne. they demanded actions to tackle the climate emergency. the police fined several persons but did not engage in violent interactions with demonstrators.",0,NA,42313,Climate,NA
2021-05-08,2021,Peaceful protest,Women (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 8 may 2021, around 50 members of a feminist group gathered in front of the courthouse of montbenon in lausanne. they called for a justice reform on the criminalization of sexual violence.",0,crowd size=around 50,42313,Feminist,50
2021-05-01,2021,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 1 may 2021, between 200 and 250 persons demonstrated at the messeplatz square in basel on the occasion of labour day. they called for social justice.",0,crowd size=between 200 and 250,15978,Other,225
2021-05-01,2021,Peaceful protest,Anarchist Group (Switzerland); Labor Group (Switzerland); Women (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 1 may 2021, nearly 2,000 people, including members of the feminist group la red de tamboreras, demonstrated in geneva (geneve) on the occasion of international workers' day. they called for social, feminist and climate justice. a handful of avivo members and a dozen anarchists also participated. some participating youths lit colorful flares.",0,crowd size=nearly 2000,52538,Feminist,2000
2021-04-24,2021,Protest with intervention,Prisoners (Switzerland),Police Forces of Switzerland (2019-2023) Prison Guards,Switzerland,Geneve,Geneve,NA,Puplinge,46.2107,6.2315,"on 24 april 2021, 23 prisoners protested in puplinge by refusing to return to their cells to denounce poor living conditions in an overcrowded prison during ramadan. they denounced poor management of the meals during ramadan. police intervened at 8pm to end the protest.",0,crowd size=23,3460,Police,23
2021-04-24,2021,Peaceful protest,NA,NA,Switzerland,St. Gallen,See-Gaster,NA,Rapperswil-Jona,47.2297,8.8366,"on 24 april 2021, around 4000 people protested in rapperswil-jona against coronavirus-related measures implemented by the government that they described as a 'dictatorship'. they also called for more freedom.",0,crowd size=around 4000,8254,Corona,4000
2021-04-17,2021,Peaceful protest,NA,NA,Switzerland,Schaffhausen,Schaffhausen,NA,Schaffhausen,47.6947,8.6308,"on 17 april 2021, between 925 (according to the police) and 1000 people protested in schaffhausen against coronavirus-related measures implemented by the government.",0,crowd size=between 925 and 1000,5256,Corona,962.5
2021-04-17,2021,Peaceful protest,Farmers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 17 april 2021, nearly 200 people, including union members (uniterre) and farmers, protested in geneva to promote local agriculture in response to international issues. they gathered on the occasion of the international day of peasants struggles.",0,crowd size=nearly 200,52538,Farming,200
2021-04-15,2021,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 15 april 2021, around 30 people protested in geneva in support of an environmental activist. they called for the fines against him to be cancelled.",0,crowd size=around 30,52538,Climate,30
2021-04-13,2021,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 13 april 2021, around 200 people protested in geneva to express a feeling of exhaustion concerning coronavirus-related measures perceived as a restriction of freedom.",0,crowd size=around 200,52538,Corona,200
2021-04-12,2021,Peaceful protest,Labor Group (France),NA,Switzerland,Geneve,Geneve,NA,Bardonnex,46.1498,6.1047,"on 12 april 2021, french taxi drivers demonstrated and slowed the traffic in front of the customs office of bardonnex. they called for the removal of limitations to their activity in the canton of geneva, especially the maximum of 90 days per year of activity with a 8 day prior notification to the authorities.",0,NA,1556,Workers,NA
2021-04-10,2021,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Uri,Uri,NA,Altdorf,46.8821,8.6413,"on 10 april 2021, around 500 persons dressed in black demonstrated in altdorf. they denounced coronavirus-related restrictions and 'mourned' their freedom. they police intervened using tear gas on demonstrators, while no injuries nor fatalities were reported.",0,crowd size=around 500,2544,Corona,500
2021-04-01,2021,Peaceful protest,Labor Group (Switzerland); Students (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 1 april 2021, a local organization composed of professionals and students occupied buildings in the vernier neighborhood of geneva. they denounced real estate speculation in geneva and called for collective housing and social and cultural alternatives.",0,NA,52538,Housing,NA
2021-03-31,2021,Peaceful protest,NA,NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 31 march 2021, around 150 demonstrators of the climate strike movement gathered in zurich. they demonstrated in support of the protesters at the mormont hill, who denounced the extension of the cement quarry of the holcim company.",0,crowd size=around 150,35354,Climate,150
2021-03-31,2021,Peaceful protest,NA,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 31 march 2021, demonstrators gathered in front of the courthouse in lausanne. they called for justice after a police officer who killed a black man was released with a fine.",0,NA,42313,Police,NA
2021-03-27,2021,Peaceful protest,NA,NA,Switzerland,Valais,Sion,NA,Sion,46.2312,7.3593,"on 27 march 2021, around 200 people protested in sion against all current coronavirus-related measures in the country.",0,crowd size=around 200,5524,Corona,200
2021-03-27,2021,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 27 march 2021, around 200 people protested in zurich against all current coronavirus-related measures. the demonstration was not authorized by authorities and the police fired rubber bullets to disperse demonstrators. 5 people were arrested. no one was injured.",0,crowd size=around 200,35354,Corona,200
2021-03-26,2021,Excessive force against protesters,Critical Mass,Police Forces of Switzerland (2019-2023),Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 26 march 2021, around 100 people participated in a critical mass cyclist parade in geneva (geneve, geneve), a monthly political-protest ride to reclaim the streets. later on, police charged two cyclists with their motorbikes in the streets of geneva after having tried to put an end to the bike ride that day due to coronavirus security concerns. both cyclists were thrown against a shop arch, although no injuries were reported. one of the cyclists was reportedly immobilized and detained.",0,crowd size=around 100,52538,Climate,100
2021-03-26,2021,Peaceful protest,Climate Strike,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 26 march 2021, at the call of climate strike, about 1,500 people, among them various environmental activists, marched through the streets of lausanne (lausanne, vaud) to express their solidarity with the occupation of the mormont hill by zad environmental activists and denounce the announced project to extend the cement quarry located in the area. protesters also demand greater environmental efforts from public authorities.",0,crowd size=about 1500,42313,Climate,1500
2021-03-20,2021,Peaceful protest,NA,NA,Switzerland,Basel-Landschaft,Liestal,NA,Liestal,47.4837,7.7353,"on 20 march 2021, between 5000 and 8000 people, including people wearing white protective suits, anti-masks protesters, and anti-vaccine activists, protested in liestal to call for the end of coronavirus-related measures implemented by the government. protesters didn't wear mask nor respected social-distancing.",0,crowd size=between 5000 and 8000,3878,Corona,6500
2021-03-19,2021,Protest with intervention,FFF: Fridays for Future; Students (Switzerland),Police Forces of Switzerland (2019-2023),Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 19 march 2021, several hundred environmental activists protested in bern at the call of fff and students for carbon neutrality by 2030. they called on the government to implement concrete measures to tackle climate change. this happened within an international movement called 'no more empty promises'. police forces intervened to move the protesters and disperse them.",0,crowd size=300,7380,Climate,300
2021-03-19,2021,Peaceful protest,FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 19 march 2021, several hundred environmental activists protested in geneva at the call of fff and students for carbon neutrality by 2030. they called on the government to implement concrete measures to tackle climate change. this happened within an international movement called 'no more empty promises'.",0,crowd size=300,52538,Climate,300
2021-03-19,2021,Peaceful protest,FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,Neuchatel,Neuchatel,NA,Neuchatel,46.99,6.9293,"on 19 march 2021, environmental activists protested in neuchatel at the call of fff and students for carbon neutrality by 2030. they called on the government to implement concrete measures to tackle climate change. they also condemned overconsumption. this happened within an international movement called 'no more empty promises'.",0,NA,6252,Climate,NA
2021-03-19,2021,Peaceful protest,Climate Strike; FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,St. Gallen,St. Gallen,NA,St. Gallen,47.4244,9.3782,"on 19 march 2021, around 150 people, mostly young people, protested in st. gallen at the call of fff, students, and climate strike for carbon neutrality by 2030. they called on the government to implement concrete measures to tackle climate change.",0,crowd size=around 150,11501,Climate,150
2021-03-19,2021,Peaceful protest,Climate Strike; FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,Zurich,Winterthur,NA,Winterthur,47.4982,8.7297,"on 19 march 2021, around 100 people protested in winterthur at the call of fff, students, and climate strike for carbon neutrality by 2030. they called on the government to implement concrete measures to tackle climate change.",0,crowd size=around 100,13854,Climate,100
2021-03-19,2021,Protest with intervention,FFF: Fridays for Future; Students (Switzerland),Police Forces of Switzerland (2019-2023),Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 19 march 2021, around 200 environmental activists protested in zurich at the call of fff and students for carbon neutrality by 2030. they called on the government to implement concrete measures to tackle climate change. police forces intervened to move the protesters and disperse them. this happened within an international movement called 'no more empty promises'.",0,crowd size=around 200,35354,Climate,200
2021-03-18,2021,Peaceful protest,Health Workers (Switzerland); Labor Group (Switzerland); SSP: Swiss Union of Public Service Personnel,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 18 march 2021, health workers and ssp union members protested in geneva against the non-inclusion of time spent dressing in working hours.",0,NA,52538,Workers,NA
2021-03-08,2021,Peaceful protest,Women (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 8 march 2021, around 100 members of feminist groups demonstrated at the federal square in bern. they denounced the result of a vote prohibiting wearing the burqa in public spaces and the instrumentalization of their cause.",0,crowd size=around 100,7380,Feminist,100
2021-03-06,2021,Peaceful protest,Government of Switzerland (2019-2023); SVP/UDC/PPS: Swiss People's Party,NA,Switzerland,Graubunden,Plessur,NA,Chur,46.8569,9.5245,"on 6 march 2021, around 4,000 persons, including a udc mp, demonstrated in chur. they denounced coronavirus-related restrictions implemented by the government.",0,crowd size=around 4000,7135,Corona,4000
2021-03-06,2021,Protest with intervention,Women (Switzerland),Police Forces of Switzerland (2019-2023),Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 6 march 2021, several hundred persons demonstrated in zurich at the call of a feminist group on the occasion of the international women's day to protest against inequality between men and women. the police intervene using pepper spray and made two arrests.",0,crowd size=300,35354,Feminist,300
2021-03-06,2021,Peaceful protest,Women (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 6 march 2021, between 50 and 800 persons, including members of feminist groups, demonstrated at the plainpalais square in geneva. they denounced islamophobia and the initiative of the udc political party on the prohibition to wear the burqa in public spaces.",0,crowd size=between 50 and 800,52538,Feminist,425
2021-02-27,2021,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Neuchatel,Neuchatel,NA,Neuchatel,46.99,6.9293,"on 27 february 2021, hundreds of restaurateurs from across the canton gathered in neuchatel (neuchatel, neuchatel) to protest against the continued enforced closure of restaurants as a result of coronavirus infections concerns by public authorities. the organizers spoke of 800 participants, although no extern estimates were reported. some protesters reportedly failed to comply with covid-19 protection mask obligations, yet there was no report of police intervention.",0,crowd size=up to 800,6252,Corona,800
2021-02-26,2021,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 26 february 2021, between 150 and 200 persons demonstrated in geneva. they denounced coronavirus-related restrictions implemented by the government. the police intervened and made several arrests.",0,crowd size=between 150 and 200,52538,Corona,175
2021-02-24,2021,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 24 february 2021, around 200 persons gathered in front of the state council in geneva. they denounced forced returns for migrants following the expulsion of an ethiopian national and demanded that the canton position itself towards bern.",0,crowd size=around 200,52538,Other,200
2021-02-20,2021,Peaceful protest,NA,NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 20 february 2021, a few people protested in zurich against coronavirus-related restrictions implemented by the government.",0,crowd size=a few,35354,Corona,NA
2021-02-20,2021,Peaceful protest,NA,NA,Switzerland,Valais,Sion,NA,Sion,46.2312,7.3593,"on 20 february 2021, around 80 people protested in sion against coronavirus-related measures implemented by the government perceived as restrictions.",0,crowd size=around 80,5524,Corona,80
2021-02-20,2021,Peaceful protest,NA,NA,Switzerland,Aargau,Bremgarten,NA,Wohlen,47.3504,8.2784,"on 20 february 2021, around 1500 people protested in wohlen against coronavirus-related measures implemented by the government. they called for the end of mass coronavirus testing and against the compulsory wearing of masks.",0,crowd size=around 1500,8348,Corona,1500
2021-02-20,2021,Peaceful protest,NA,NA,Switzerland,Thurgau,Frauenfeld,NA,Frauenfeld,47.5558,8.8955,"on 20 february 2021, around 40 people protested in frauenfeld to call for the end of coronavirus-related measures implemented by the government such as the compulsory wearing of masks.",0,crowd size=around 40,8290,Corona,40
2021-02-19,2021,Peaceful protest,NA,NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 19 february 2021, around 500 people protested in basel to pay tribute to the victims of a mass shooting in hanau that happened on 19 february 2020 and take a stand against right-wing terror. they gathered not to forget nor forgive far-right extremism.",0,crowd size=around 500,15978,Other,500
2021-02-12,2021,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 12 february 2021, around 200 airport employees of swissport protested in geneva against a new collective labor agreement. employees were not satisfied with the negotiations with management.",0,crowd size=around 200,52538,Workers,200
2021-01-30,2021,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 30 january 2021, around 150 people protested in geneva to call for a return to life before the coronavirus health crisis. they called for the lifting of coronavirus restrictions and defined them as a 'dictatorship'. they protested without wearing masks and walked to the world health organization offices.",0,crowd size=around 150,52538,Corona,150
2021-01-22,2021,Peaceful protest,NA,NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 22 january 2021, people protested in basel to support and call for the acquittal of an environmental activist who participated in the peaceful blockade of a bank on 8 july 2019.",0,NA,15978,Climate,NA
2021-01-13,2021,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 13 january 2021, around 50 restaurant and coffee shop employees protested in bern against the forced closure of their businesses due to coronavirus-related measures implemented by the government. they called for the right to reopen their businesses and warned the government about the possible permanent closure of their activities due to bankruptcy. they reminded authorities of the urgent need for financial aid they had been promised.",0,crowd size=around 50,7380,Corona,50
2021-01-11,2021,Peaceful protest,NA,NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 11 january 2021, members of the climate strike movement demonstrated in front of the federal chancellery in zurich. they denounced the co2 bill and symbolically submitted a petition to demand its removal.",0,NA,35354,Climate,NA
2021-01-09,2021,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Neuchatel,Neuchatel,NA,Neuchatel,46.99,6.9293,"on 9 january 2021, between 500 and 600 restaurant owners, politicians and professionals of the cultural and sport sector gathered at the pury square in neuchatel. they denounced the potential extension of the obligation to keep their businesses closed until the end of february, a measure adopted by the government to address the coronavirus pandemic.",0,crowd size=between 500 and 600,6252,Corona,550
2021-01-05,2021,Peaceful protest,NA,NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 5 january 2021, around 70 people protested in basel to call for the charges against 3 environmental activists to be dropped and support them. the three activists were arrested for blocking the office of a bank (ubs) on 8 july 2019.",0,crowd size=around 70,15978,Climate,70
2020-12-19,2020,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 19 december 2020, around 100 people protested in bern against coronavirus-related measures. they denounced compulsory face-mask rule as an infringement of their freedom. police intervened to disperse the crowd. 5 people were arrested.",0,crowd size=around 100,7425,Corona,100
2020-12-13,2020,Peaceful protest,NA,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 13 december 2020, between 500 and 1,000 persons demonstrated in bern. they denounced the measures adopted by the government to address the coronavirus pandemic.",0,crowd size=between 500 and 1000,7425,Corona,750
2020-12-12,2020,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 12 december 2020, over 100 restaurant owners demonstrated in bern. they denounced the financial consequences of the constantly changing coronavirus-related measures adopted by the government to address the pandemic.",0,crowd size=over 100,7425,Corona,100
2020-12-11,2020,Peaceful protest,NA,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 11 december 2020, climate activists gathered in front of the courthouse in lausanne. they demonstrated in support of a young man, convicted for blocking the traffic during a climate strike protest in march 2019.",0,NA,42569,Climate,NA
2020-12-03,2020,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 3 december 2020, around 400 civil servants gathered in geneva, near hopitaux universitaires. they denounced the vote of a bill on the freeze of the benefits for civil servants in 2021.",0,crowd size=around 400,52856,Other,400
2020-11-28,2020,Peaceful protest,Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 28 november 2020, around 50 employees and health workers protested in geneva to call for more financial, material, and human resources. they called for more respect from their management as well. they also asked for a bonus because of the difficulties encountered during the coronavirus health crisis.",0,crowd size=around 50,52856,Corona,50
2020-11-28,2020,Peaceful protest,NA,NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 28 november 2020, more than 3000 people protested in basel to denounce police violence against antifascists. they showed their support to antifascist prisoners as well as denounced their sentences that they considered too extreme.",0,crowd size=more than 3000,16075,Police,3000
2020-11-27,2020,Peaceful protest,Critical Mass; Women (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 27 november 2020, around 100 people, including activists (climate strike, critical mass) and feminist collective activists, protested in geneva against over-consumption and black friday.",0,crowd size=around 100,52856,Feminist,100
2020-11-27,2020,Peaceful protest,Critical Mass,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 27 november 2020, around 100 critical mass activists protested in lausanne to denounce the lack of sustainable and green urban transport.",0,crowd size=around 100,42569,Climate,100
2020-11-24,2020,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 24 november 2020, bar and restaurant owners demonstrated in lausanne. they threw fake gold bullions and money to denounce the consequences of the coronavirus crisis on their profession and ask who will pay the bill.",0,NA,42569,Corona,NA
2020-11-21,2020,Peaceful protest,NA,NA,Switzerland,Schwyz,March,NA,Lachen,47.192,8.8525,"on 21 november 2020, nearly 1000 people protested in lachen, without observing the requirement to wear a mask, against the reinforcement of coronavirus-related measures.",0,crowd size=nearly 1000,5188,Corona,1000
2020-11-19,2020,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 19 november 2020, around 600 small business owners demonstrated in geneva against the forced closure of their businesses due to coronavirus-related measures implemented by the government. they called for immediate help from authorities and warned the government about the possible permanent closure of their businesses due to bankruptcy.",0,crowd size=around 600,52856,Corona,600
2020-11-18,2020,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 18 november 2020, nearly 600 civil servants gathered in geneva. they denounced reductions of benefits and job cuts in the draft budget for 2021 for public services.",0,crowd size=nearly 600,52856,Workers,600
2020-11-14,2020,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 14 november 2020, between 600 and 700 persons participated in an unauthorized demonstration in geneva. they protested in support of shop owners and denounced sanitary measures adopted by the government to address the coronavirus pandemic, such as the obligation to keep non-essential shops closed. the police was present, but no violent interactions were reported.",0,crowd size=between 600 and 700,52856,Corona,650
2020-11-14,2020,Peaceful protest,NA,NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 14 november 2020, around 300 persons gathered in zurich. they demonstrated against fur products and demanded an import ban from the government. protesters also denounced real fur products' risk for people and the environment.",0,crowd size=around 300,35568,Animal,300
2020-11-10,2020,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 10 november 2020, more than 200 small business owners demonstrated in lausanne against the forced closure of their businesses due to coronavirus-related measures implemented by the government. they called for immediate help from authorities and warned the government about the possible permanent closure of their businesses due to lack of funds.",0,crowd size=more than 200,42569,Corona,200
2020-11-07,2020,Peaceful protest,DA: Democrats Abroad,NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 7 november 2020, around 20 members of democrats abroad gathered in zurich. they demanded that all votes for the us presidential election are counted, and expressed their support for the democrat candidate.",0,crowd size=around 20,35568,Other,20
2020-11-02,2020,Peaceful protest,Women (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 2 november 2020, around 50 women demonstrated in geneva to call for the immediate suspension of a radio broadcaster's employee accused of harassment by a dozen employees. they also called for the launch of an internal investigation into the chain of responsibility. they protested also to empower women to break the silence and come forward to testify.",0,crowd size=around 50,52856,Feminist,50
2020-11-02,2020,Peaceful protest,Women (Switzerland),NA,Switzerland,Fribourg,Sarine,NA,Fribourg,46.8065,7.162,"on 2 november 2020, women demonstrated in fribourg to call for the immediate suspension of a radio broadcaster's employee accused of harassment by a dozen employees. they also called for the launch of an internal investigation into the chain of responsibility and denounced sexism. they protested also to empower women to break the silence and come forward to testify.",0,NA,7067,Feminist,NA
2020-11-02,2020,Peaceful protest,Women (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 2 november 2020, around 35 women demonstrated in lausanne to call for the immediate suspension of a radio broadcaster's employee accused of harassment by a dozen employees. they also called for the launch of an internal investigation into the chain of responsibility. they protested also to empower women to break the silence and come forward to testify.",0,crowd size=around 35,42569,Feminist,35
2020-10-31,2020,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 31 october 2020, people demonstrated in bern denouncing the measures adopted by the government to address the coronavirus pandemic, and questioned the efficiency of vaccinations and the actual danger that the virus represents. the police fined and arrested some protesters for not wearing masks.",0,NA,7425,Corona,NA
2020-10-31,2020,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 31 october 2020, around 100 persons gathered in zurich. they denounced the measures adopted by the government to address the coronavirus pandemic, and questioned the efficiency of vaccinations and the actual danger that the virus represents. the police fined and arrested some protesters for not wearing masks.",0,crowd size=around 100,35568,Corona,100
2020-10-31,2020,Peaceful protest,Health Workers (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 31 october 2020, some 1,000 health workers gathered at the federal square in bern. they demanded better work conditions.",0,crowd size=some 1000,7425,Workers,1000
2020-10-31,2020,Peaceful protest,NA,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 31 october 2020, around 800 persons gathered at the europe square in lausanne. they denounced police brutality against minorities and racial profiling by the police.",0,crowd size=around 800,42569,Police,800
2020-10-28,2020,Peaceful protest,Health Workers (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 28 october 2020, some 600 health workers demonstrated in front of the hospital of lausanne. they demanded a salary raise, more staff and a bonus for working during the coronavirus pandemic.",0,crowd size=some 600,42569,Workers,600
2020-10-18,2020,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 18 october 2020, hundreds of persons gathered at the federal square in bern. they denounced the measures adopted by the confederation to address the coronavirus pandemic. the police made several arrests.",0,crowd size=500,7425,Corona,500
2020-10-17,2020,Peaceful protest,NA,NA,Switzerland,Vaud,Morges,NA,Eclepens,46.6517,6.5284,"on 17 october 2020, environmental demonstrators gathered on the mormont hill near eclepens. they demonstrated for the protection of the ecosystem that a project of the holcim company could destroy.",0,NA,442,Climate,NA
2020-10-16,2020,Peaceful protest,Armenian Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 16 october 2020, over 500 people demonstrated in silence at the nations square in geneva, at the call of the armenian community of switzerland. they demanded a ceasefire in artsakh and a right to auto determination for its population.",0,crowd size=over 500,52856,International,500
2020-10-15,2020,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 15 october 2020, nearly 6,000 civil servants demonstrated in geneva, at the call of an inter-union. they denounced measures adopted by the state council, that would affect their salary and denounced the lack of recognition by the state towards them.",0,crowd size=nearly 6000,52856,Workers,6000
2020-10-10,2020,Peaceful protest,NA,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 10 october 2020, hundreds of people gathered at the federal square in bern. they called for the evacuation of the refugee camps on the european borders and demanded their transport to safer locations such as switzerland.",0,crowd size=500,7425,Migrants,500
2020-10-09,2020,Peaceful protest,Kurdish Ethnic Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 9 october 2020, around 60 members of the kurdish community demonstrated in geneva. they demanded the release of politicians arrested in turkey for their political opinions.",0,crowd size=around 60,52856,International,60
2020-10-03,2020,Peaceful protest,NA,NA,Switzerland,Thurgau,Kreuzlingen,NA,Kreuzlingen,47.6458,9.1729,"on 3 october 2020, thousands of persons formed a 'human chain' in kreuzlingen. they denounced the restriction measures adopted by governments to address the coronavirus pandemic.",0,crowd size=5000,10733,Corona,5000
2020-10-03,2020,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 3 october 2020, around 750 persons demonstrated in geneva. they denounced the construction of a referral center in grand-saconnex for rejected asylum seekers, pending their expulsion.",0,crowd size=around 750,52856,Migrants,750
2020-09-30,2020,Peaceful protest,Students (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 30 september 2020, students demonstrated at the pinchat high school in geneva. they denounced the dress rules imposed in some schools, according to which students dressed inappropriately have to wear for the day a large t-shirt on top of their clothes that covers their bodies up to the knees.",0,NA,52856,Other,NA
2020-09-25,2020,Peaceful protest,NA,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 25 september 2020, over 2,000 members of rise up for change gathered at helvetiaplatz in bern. they denounced climate change.",0,crowd size=over 2000,7425,Climate,2000
